Hector Neris,PHI,RP,3.74,53,2,2,1.21,40,11804
Jacob Rhame,NYM,RP,3.45,22,0,1,1.15,20,15267
Eduardo Rodriguez,BOS,SP,3.58,162,0,10,1.2,147,13164
Scott Alexander,LAD,RP,3.38,42,1,3,1.3,50,10591
Grant Dayton,ATL,RP,4.01,18,0,1,1.28,15,11203
Luis Avilan,NYM,RP,3.53,10,0,0,1.26,10,2882
Jimmie Sherfy,ARI,RP,3.61,55,0,2,1.25,45,15118
Kenta Maeda,LAD,SP,3.64,145,0,9,1.18,132,18498
Matt Grace,WAS,RP,4.04,40,0,2,1.39,50,11449
Tanner Scott,BAL,RP,3.41,56,1,2,1.5,45,17586
Ryne Stanek,TB,"SP,RP",3.55,51,0,2,1.27,40,15947
Seranthony Dominguez,PHI,"SP,RP",3.42,80,11,3,1.28,65,19249
Yoshihisa Hirano,ARI,RP,3.69,55,3,3,1.29,60,19756
Joey Krehbiel,ARI,RP,3.74,41,0,2,1.32,35,13707
Robert Gsellman,NYM,RP,3.61,48,1,2,1.29,60,13696
Luke Gregerson,STL,RP,3.72,45,1,2,1.23,50,4090
Jack Flaherty,STL,SP,3.55,189,0,11,1.19,168,17479
Tyler Glasnow,TB,"SP,RP",3.63,166,0,9,1.24,139,14374
Pedro Strop,CHC,RP,3.43,61,6,3,1.25,65,4070
Alex Reyes,STL,SP,3.55,122,0,8,1.24,111,15015
Aaron Loup,SDP,RP,4.12,24,0,1,1.37,25,10343
Hunter Wood,TB,RP,3.53,23,0,1,1.19,20,15091
Jonathan Loaisiga,NYY,SP,3.72,78,0,5,1.19,71,19753
Masahiro Tanaka,NYY,SP,3.6,159,0,11,1.13,152,15764
John Brebbia,STL,RP,3.99,54,1,2,1.23,50,12777
Austin Adams,WAS,RP,3.65,27,0,1,1.47,20,13801
Heath Hembree,BOS,RP,3.98,66,2,3,1.23,60,11632
Josh Taylor,BOS,RP,4.37,10,0,0,1.47,10,sa842224
German Marquez,COL,SP,4.17,205,0,12,1.29,190,15038
D.J. Johnson,COL,RP,4.44,23,0,1,1.5,20,12578
Steve Cishek,CHC,RP,3.83,50,1,2,1.3,50,6483
Joel Payamps,ARI,RP,4,9,0,0,1.33,10,sa597219
Josh Sborz,LAD,RP,3.62,11,0,1,1.29,10,sa827472
Trent Thornton,TOR,RP,4.22,38,0,2,1.29,39,sa857695
Sam Coonrod,SF,RP,3.88,10,0,0,1.37,10,sa827483
Dallas Keuchel,FA,SP,3.48,126,0,12,1.26,170,9434
Joe Kelly,LAD,RP,3.78,61,6,3,1.31,65,9761
Jameson Taillon,PIT,SP,3.87,176,0,11,1.24,190,11674
Robbie Ray,ARI,SP,3.86,224,0,10,1.32,177,11486
Chris Archer,PIT,SP,3.93,207,0,11,1.26,188,6345
Zack Wheeler,NYM,SP,3.55,172,0,11,1.23,173,10310
Dakota Hudson,STL,RP,3.64,52,2,3,1.4,69,19206
Jon Gray,COL,SP,4.22,151,0,9,1.31,148,14916
Domingo German,NYY,"SP,RP",3.78,42,0,3,1.22,38,17149
Carlos Martinez,STL,SP,3.59,126,0,8,1.28,138,11682
Scott Oberg,COL,RP,4.03,55,2,3,1.35,60,13911
Koda Glover,WAS,RP,3.92,36,0,2,1.25,40,17695
Tommy Kahnle,NYY,RP,3.82,48,0,2,1.31,40,11384
Jordan Hicks,STL,RP,3.45,52,18,3,1.41,60,19618
Miles Mikolas,STL,SP,3.77,154,0,13,1.18,200,9803
Tyler Webb,STL,RP,4.02,21,0,1,1.3,20,14974
Justin Miller,WAS,RP,3.95,55,1,2,1.23,50,8580
Sergio Romo,MIA,"SP,RP",3.7,65,6,2,1.16,65,9817
Michael Feliz,PIT,RP,4.18,42,0,2,1.34,40,11903
Zack Greinke,ARI,SP,3.82,195,0,12,1.2,203,1943
Marcus Stroman,TOR,SP,3.81,138,0,11,1.31,173,13431
Carlos Estevez,COL,RP,4.3,20,0,1,1.39,20,14542
Michael Soroka,ATL,RP,3.99,54,0,4,1.26,65,18383
David Price,BOS,SP,3.84,179,0,12,1.22,174,3184
Jimmy Nelson,MIL,SP,3.8,117,0,7,1.26,112,10547
Tim Peterson,NYM,RP,3.85,46,0,2,1.18,40,13946
Luke Jackson,ATL,RP,4.28,28,0,1,1.46,25,11752
James Pazos,PHI,RP,3.87,38,0,2,1.38,40,13323
Kyle Barraclough,WAS,RP,3.88,61,2,3,1.42,55,13713
Matt Strahm,SDP,"SP,RP",3.87,86,2,3,1.25,75,13799
Brent Honeywell,TB,SP,3.85,75,0,5,1.17,75,sa828706
Greg Holland,ARI,RP,4.02,66,20,3,1.37,65,7196
Yoan Lopez,ARI,RP,3.9,42,0,2,1.32,35,17181
Tyler Kinley,MIA,RP,3.85,56,0,2,1.36,50,18297
Richard Rodriguez,PIT,"SS,MI,U",3.97,68,3,3,1.24,60,13549
Tony Cingrani,LAD,RP,3.62,46,0,2,1.27,40,12555
Hyun-Jin Ryu,LAD,SP,3.86,125,0,9,1.25,129,14444
Pablo Lopez,MIA,"SP,RP",3.81,37,0,2,1.21,47,17085
Emilio Pagan,TB,RP,3.84,45,0,2,1.18,40,14771
Xavier Cedeno,CHC,RP,4.15,9,0,0,1.39,10,36
Paul Sewald,NYM,RP,4.04,19,0,1,1.27,20,13892
Adam Kolarek,TB,RP,3.87,37,1,2,1.43,40,10843
Austin Pruitt,TB,RP,4.35,36,0,2,1.32,40,15290
AJ Ramos,FA,RP,3.67,53,0,3,1.27,50,8350
Rich Hill,LAD,SP,3.7,175,0,11,1.19,159,4806
Pat Neshek,PHI,RP,3.95,50,1,3,1.17,55,4682
Mike Foltynewicz,ATL,SP,3.91,201,0,12,1.25,187,10811
Chasen Shreve,STL,RP,3.95,32,0,1,1.35,30,10855
Merrill Kelly,FA,SP,4.21,65,0,3,1.32,69,sa552177
Pedro Baez,LAD,RP,3.92,50,2,3,1.24,50,5420
Robby Scott,ARI,RP,3.91,10,0,0,1.28,10,13042
Julio Urias,LAD,SP,3.89,91,0,6,1.33,92,14765
Jesse Biddle,ATL,RP,4.09,42,0,2,1.43,40,11437
Juan Nicasio,PHI,RP,4.36,44,0,2,1.34,40,7731
Matt Bowman,CIN,RP,4.38,19,0,1,1.43,20,13528
Yu Darvish,CHC,SP,3.97,158,0,8,1.25,138,13074
Jose Alvarez,PHI,RP,4.25,36,0,2,1.34,40,5358
Ryan Tepera,TOR,RP,4.26,72,4,3,1.35,65,10291
Luke Weaver,ARI,SP,4.22,122,0,7,1.34,132,16918
Wilmer Font,TB,"SP,RP",4.01,64,0,3,1.24,59,5257
Steven Brault,PIT,RP,3.86,36,1,2,1.39,40,15291
Max Fried,ATL,"SP,RP",4.06,36,0,2,1.42,34,13743
Jose Lopez,SF,RP,4.34,9,0,0,1.4,10,sa709715
Erasmo Ramirez,BOS,RP,4.05,9,0,1,1.22,10,10314
Raisel Iglesias,CIN,RP,4,70,32,3,1.26,65,17130
Dominic Leone,STL,RP,4.05,37,0,2,1.33,40,13763
Miguel Diaz,SDP,RP,3.92,20,0,1,1.33,20,18815
Sammy Solis,WAS,RP,4.27,42,0,2,1.42,40,11457
Alex Wood,CIN,SP,4.01,125,0,8,1.26,139,13781
Yonny Chirinos,TB,"SP,RP",4.02,96,0,7,1.22,114,16401
J.A. Happ,NYY,SP,3.83,171,0,12,1.22,167,7410
Nick Pivetta,PHI,SP,3.98,185,0,10,1.26,169,15454
Evan Phillips,BAL,RP,4.01,45,0,1,1.37,40,17734
Rick Porcello,BOS,SP,4.01,172,0,12,1.19,182,2717
Jacob Waguespack,TOR,RP,4.4,17,0,1,1.43,19,sa659056
Chandler Shepherd,BOS,RP,4.31,18,0,1,1.32,20,sa602595
Seung Hwan Oh,COL,RP,4.44,64,6,3,1.3,65,18719
Kyle Hendricks,CHC,SP,3.93,155,0,12,1.24,193,12049
Matt Albers,MIL,RP,3.94,55,1,3,1.22,60,4300
Zack Godley,ARI,SP,4.09,174,0,10,1.36,178,14862
T.J. McFarland,ARI,RP,4.34,20,0,1,1.47,35,3237
Ty Blach,SF,"SP,RP",4.33,32,0,2,1.39,53,14361
Andrew Suarez,SF,SP,4.31,75,0,5,1.35,93,18300
Joe Musgrove,PIT,SP,4.08,141,0,9,1.24,161,12970
Jose Quintana,CHC,SP,4.18,169,0,11,1.33,188,11423
Adam Morgan,PHI,RP,4.36,44,1,2,1.34,45,12580
Wes Parsons,ATL,RP,4.19,21,0,1,1.34,24,14764
Yimi Garcia,LAD,RP,4.07,14,0,1,1.18,15,12095
Sonny Gray,CIN,SP,3.96,145,0,9,1.3,154,12768
David Phelps,TOR,RP,4.45,43,0,2,1.38,40,6316
Tyler Lyons,PIT,RP,4.49,10,0,0,1.34,10,11334
Marcus Walden,BOS,RP,4.47,41,0,3,1.48,50,8004
Jake Arrieta,PHI,SP,3.84,159,0,11,1.25,180,4153
Caleb Smith,MIA,SP,3.98,144,0,7,1.26,141,14875
Freddy Peralta,MIL,SP,3.92,89,0,5,1.28,74,18679
Trevor Richards,MIA,SP,4.04,121,0,6,1.25,132,19309
Jake Petricka,MIL,RP,4.59,16,0,1,1.47,20,10534
Dan Winkler,ATL,RP,4.21,42,0,2,1.27,40,12237
Kyle Freeland,COL,SP,4.18,155,0,12,1.35,192,16256
Jordan Montgomery,NYY,SP,3.91,17,0,1,1.25,18,16511
Jacob Barnes,MIL,RP,4.21,28,0,1,1.36,30,12323
Kyle Ryan,CHC,RP,4.18,18,0,1,1.44,20,11753
Yacksel Rios,PHI,RP,4.05,21,0,1,1.35,20,15007
Bryan Shaw,COL,RP,4.61,43,2,2,1.44,50,8110
Adam Warren,FA,RP,4.26,45,0,3,1.33,50,9029
Bud Norris,TOR,RP,4.62,55,1,2,1.39,50,9492
Adam Conley,MIA,RP,4.19,49,6,2,1.44,60,14457
Matt Belisle,FA,RP,4.43,39,0,3,1.38,50,1837
Joey Lucchesi,SDP,SP,4.17,167,0,10,1.29,169,19320
Genesis Cabrera,STL,RP,3.99,10,0,0,1.39,10,sa828534
Pierce Johnson,FA,RP,4.18,44,0,2,1.42,40,13435
Brett Cecil,STL,RP,4.52,30,0,2,1.39,40,2660
Kevin Gausman,ATL,SP,4.22,155,0,10,1.3,170,14107
Luiz Gohara,ATL,RP,4.29,18,0,1,1.31,19,15166
Walker Lockett,NYM,RP,3.97,39,0,2,1.25,48,13804
Sam Freeman,ATL,RP,3.98,30,0,1,1.45,30,6832
Brandon Kintzler,CHC,RP,4.65,27,0,2,1.44,40,9939
Tony Barnette,CHC,RP,4.38,38,0,2,1.37,40,3555
Corbin Burnes,MIL,RP,4.06,67,0,5,1.27,75,19361
Brandon Woodruff,MIL,"SP,RP",4.05,128,0,9,1.29,138,16162
Wander Suero,WAS,RP,4.25,24,0,1,1.36,25,15855
Adrian Houser,MIL,RP,4.32,43,0,2,1.4,49,12718
Jonny Venters,ATL,RP,4.24,43,1,2,1.51,50,7175
Matt Andriese,ARI,"SP,RP",4.42,84,0,5,1.32,95,12022
Gio Gonzalez,FA,SP,4.09,99,0,7,1.37,112,7448
Jared Hughes,CIN,RP,4.22,51,4,3,1.36,65,9325
Josh Fields,LAD,RP,4.16,37,0,2,1.26,40,5070
Michael Wacha,STL,SP,4.22,112,0,8,1.36,131,14078
Shane Carle,ATL,RP,4.7,24,0,1,1.41,30,15258
Steven Matz,NYM,SP,4.04,151,0,10,1.29,166,13361
Dinelson Lamet,SDP,SP,4.2,73,0,4,1.32,65,17186
Austin Brice,MIA,RP,4.18,19,0,1,1.39,20,17237
Matt Wisler,CIN,RP,4.7,27,0,1,1.37,30,12804
Blake Wood,FA,RP,4.54,49,0,3,1.47,50,1345
Vince Velasquez,PHI,SP,4.2,162,0,9,1.31,150,11189
Logan Allen,SDP,SP,4.39,42,0,3,1.37,47,sa875192
Aaron Wilkerson,MIL,RP,4.28,39,0,2,1.32,39,16904
Gabriel Ynoa,BAL,RP,4.51,19,0,1,1.37,25,12938
Drew Gagnon,NYM,RP,4.34,33,0,1,1.42,30,12545
Zach Davies,MIL,SP,4.18,120,0,10,1.31,160,13183
Sean Newcomb,ATL,SP,4.21,179,0,11,1.4,178,16943
Madison Bumgarner,SF,SP,4.07,165,0,11,1.22,202,5524
Joe Biagini,TOR,"SP,RP",4.75,39,0,2,1.45,50,13194
Jake McGee,COL,RP,4.62,45,0,2,1.38,50,7550
Zach Eflin,PHI,"SP,RP",4.23,129,0,9,1.25,148,13774
Seth Lugo,NYM,"SP,RP",4.41,59,1,2,1.34,60,12447
John Gant,STL,"SP,RP",4.35,60,0,3,1.42,68,13684
Taijuan Walker,ARI,SP,4.26,67,0,4,1.34,74,11836
Mike Mayers,STL,RP,4.74,23,0,1,1.49,25,15451
Chris Lee,BAL,RP,4.44,11,0,1,1.58,15,sa550044
Tyler Anderson,COL,SP,4.47,145,0,9,1.34,157,12880
Erick Fedde,WAS,SP,4.47,47,0,3,1.38,56,17425
Luis Castillo,CIN,SP,4.26,166,0,10,1.28,168,15689
Adam Wainwright,STL,SP,4.4,116,0,8,1.39,142,2233
Ryan Yarbrough,TB,"SP,RP",4.29,96,0,6,1.29,114,16502
David Hernandez,CIN,RP,4.43,60,2,3,1.29,60,4259
Tommy Hunter,PHI,RP,4.43,47,2,3,1.29,55,1157
Kyle Crick,PIT,RP,4.33,56,2,2,1.6,50,13182
Cole Hamels,CHC,SP,4.3,169,0,10,1.34,173,4972
Jose De Leon,TB,RP,4.13,48,0,3,1.23,46,15463
Brock Stewart,LAD,"SP,RP",4.18,16,0,1,1.3,19,16727
Antonio Senzatela,COL,"SP,RP",4.5,131,0,10,1.37,169,15488
Luis Cessa,NYY,RP,4.46,38,0,3,1.36,43,13345
Nick Neidert,MIA,RP,4.24,7,0,0,1.26,9,sa874797
CC Sabathia,NYY,SP,4.14,105,0,8,1.31,120,404
Chris Stratton,SF,SP,4.79,69,0,4,1.48,86,13761
Mike Montgomery,CHC,"SP,RP",4.49,57,2,3,1.46,74,4869
Brandon Morrow,CHC,RP,4.64,51,26,2,1.42,55,9346
Tony Sipp,FA,RP,4.23,50,0,3,1.3,50,8280
Derek Holland,SF,SP,4.49,134,0,7,1.4,147,4141
Joe Ross,WAS,SP,4.42,46,0,3,1.31,56,12972
Matt Shoemaker,TOR,SP,4.47,127,0,7,1.31,130,4776
Hector Velazquez,BOS,RP,4.72,56,0,4,1.42,69,19341
Jordan Lyles,PIT,"SP,RP",4.61,47,0,2,1.41,54,7593
Amir Garrett,CIN,RP,4.48,67,2,3,1.48,65,14375
Brad Brach,CHC,RP,4.78,41,0,2,1.44,45,6627
John Axford,TOR,RP,4.72,19,0,1,1.47,20,9059
Clay Holmes,PIT,RP,4.35,35,0,2,1.54,39,13649
Trevor Williams,PIT,SP,4.41,109,0,8,1.35,144,16977
Tayron Guerrero,MIA,RP,4.22,61,1,2,1.45,60,11691
Jeff Samardzija,SF,SP,4.48,133,0,8,1.28,165,3254
Sam Gaviglio,TOR,RP,4.84,42,0,2,1.39,49,12778
Aaron Sanchez,TOR,SP,4.32,125,0,8,1.42,150,11490
Ryan Brasier,BOS,RP,4.63,68,21,3,1.32,65,5615
Zac Gallen,MIA,RP,4.29,7,0,0,1.3,9,sa857550
Sean Reid-Foley,TOR,SP,4.54,57,0,3,1.37,55,17034
Allen Webster,FA,RP,4.82,28,0,2,1.51,30,3993
Junichi Tazawa,FA,RP,4.79,43,0,3,1.39,50,4079
Dylan Bundy,BAL,SP,4.47,185,0,8,1.27,179,12917
Sal Romano,CIN,RP,4.85,23,0,1,1.49,29,13690
Richard Bleier,BAL,RP,4.66,34,6,2,1.42,65,7803
Eric Lauer,SDP,SP,4.55,119,0,8,1.37,138,19316
Robbie Erlin,SDP,"SP,RP",4.67,110,0,8,1.32,141,10354
Jhoulys Chacin,MIL,SP,4.24,162,0,12,1.34,189,2608
Anibal Sanchez,WAS,SP,4.4,141,0,9,1.27,147,3284
Brandon Workman,BOS,RP,4.87,31,0,2,1.42,30,11428
Ryan Borucki,TOR,"SP,RP",4.47,71,0,5,1.36,93,16350
Daniel Poncedeleon,STL,RP,4.38,17,0,1,1.39,19,16110
Jaime Schultz,LAD,RP,4.63,13,0,0,1.57,10,15066
Dereck Rodriguez,SF,SP,4.53,111,0,7,1.32,140,14509
Wei-Yin Chen,MIA,SP,4.35,129,0,7,1.3,158,13071
Dovydas Neverauskas,PIT,RP,4.59,25,0,1,1.48,25,11604
Clay Buchholz,TOR,SP,4.43,93,0,6,1.29,112,3543
Alex Cobb,BAL,SP,4.46,126,0,8,1.34,178,6562
Austin Gomber,STL,"SP,RP",4.48,24,0,2,1.36,28,16561
Kyle Wright,ATL,SP,4.4,7,0,1,1.36,9,19665
Vidal Nuno,WAS,RP,4.66,9,0,0,1.32,10,9674
Nathan Karns,BAL,RP,4.58,96,0,4,1.36,93,12638
Austin Voth,WAS,RP,4.66,35,0,2,1.45,39,15047
Luis Perdomo,SDP,SP,4.73,14,0,1,1.45,19,14682
Jose Urena,MIA,SP,4.35,122,0,7,1.34,161,11589
Chris Rusin,COL,RP,5.11,31,0,2,1.51,40,9895
Corey Oswalt,NYM,RP,4.41,15,0,1,1.33,19,13677
Drew Pomeranz,SF,SP,4.42,77,0,5,1.4,94,11426
Jon Lester,CHC,SP,4.64,161,0,10,1.39,189,4930
Touki Toussaint,ATL,SP,4.52,82,0,5,1.37,84,16929
Mike Wright,BAL,RP,5.12,46,0,2,1.5,54,12586
Julian Merryweather,TOR,RP,4.79,16,0,1,1.36,19,sa829363
Michael Lorenzen,CIN,RP,4.67,45,1,3,1.44,59,14843
Anthony DeSclafani,CIN,SP,4.75,135,0,8,1.33,149,13050
Joaquin Benoit,FA,RP,4.25,45,0,3,1.31,50,1437
Josh Osich,BAL,RP,4.8,8,0,0,1.53,10,11528
Jalen Beeks,TB,RP,4.46,87,0,5,1.34,93,17192
Tyler Thornburg,BOS,RP,4.89,53,1,3,1.44,50,10688
Jake Faria,TB,SP,4.41,25,0,2,1.32,28,13699
Francisco Liriano,PIT,SP,4.66,33,0,1,1.53,35,3201
Alec Mills,CHC,RP,4.68,7,0,0,1.38,9,13834
Sandy Alcantara,MIA,SP,4.5,51,0,3,1.42,65,18684
Domingo Acevedo,NYY,"SP,RP",4.62,8,0,1,1.33,9,sa739716
Taylor Clarke,ARI,RP,4.75,15,0,1,1.38,19,sa874810
Brett Kennedy,SDP,SP,4.81,93,0,6,1.39,119,17877
Jason Vargas,NYM,SP,4.5,100,0,6,1.3,113,8044
Rhiner Cruz,FA,RP,4.71,52,0,3,1.47,50,711
Chad Bettis,COL,RP,5.18,33,0,2,1.52,45,10587
Brian Duensing,CHC,RP,4.99,29,0,2,1.51,40,4064
Sean Gilmartin,BAL,RP,5.05,8,0,0,1.49,10,12781
Junior Guerra,MIL,"SP,RP",4.46,49,0,2,1.4,50,5702
Jarlin Garcia,MIA,RP,4.71,36,1,2,1.42,50,18282
Randall Delgado,FA,RP,4.5,53,0,3,1.36,60,5985
Julio Teheran,ATL,SP,4.53,147,0,9,1.32,159,6797
Zach Duke,CIN,RP,4.89,36,0,2,1.53,40,3840
Jackson Stephens,CIN,RP,5.24,9,0,0,1.5,10,14420
Peter Moylan,FA,RP,4.7,39,0,3,1.49,50,4891
Tanner Roark,CIN,SP,4.54,120,0,8,1.34,142,8753
Tyler Beede,SF,RP,4.88,7,0,0,1.49,9,16981
Mitch Keller,PIT,SP,4.67,76,0,5,1.39,93,sa828700
Jorge De La Rosa,FA,RP,4.47,44,0,3,1.46,50,2047
Jimmy Cordero,WAS,RP,4.89,18,0,1,1.57,20,15690
Yovani Gallardo,FA,RP,4.69,64,0,5,1.45,94,8173
Brian Johnson,BOS,RP,4.57,46,0,3,1.33,56,14272
Chase Anderson,MIL,SP,4.51,132,0,9,1.31,147,6895
Kolby Allard,ATL,SP,4.8,14,0,1,1.36,19,18694
Franklyn Kilome,NYM,RP,4.6,7,0,0,1.41,9,sa830592
Nick Kingham,PIT,SP,4.77,97,0,6,1.36,119,11694
Jerad Eickhoff,PHI,SP,4.7,8,0,0,1.37,9,12664
Bryan Mitchell,SDP,RP,5.18,24,0,1,1.57,34,11479
Mike Dunn,COL,RP,5.34,47,1,2,1.58,50,9948
Chris Flexen,NYM,RP,4.68,14,0,1,1.4,18,13896
Jacob Nix,SDP,SP,4.86,18,0,1,1.37,28,17775
Drew Anderson,PHI,RP,4.68,17,0,1,1.37,19,15130
Steven Wright,BOS,"SP,RP",4.87,53,0,4,1.43,69,8185
Aaron Slegers,PIT,RP,4.93,13,0,1,1.41,19,15231
Cal Quantrill,SDP,RP,5.17,34,0,2,1.47,47,sa738477
Jeremy Hellickson,WAS,SP,4.8,83,0,6,1.35,113,4371
Wandy Peralta,CIN,RP,5.14,23,0,1,1.61,30,14295
Yefry Ramirez,BAL,RP,4.66,46,0,2,1.36,48,15655
Miguel Castro,BAL,RP,4.51,31,1,2,1.4,45,15684
Clayton Richard,TOR,SP,5.07,82,0,5,1.53,113,3551
Harrison Musgrave,COL,RP,5.21,24,0,1,1.51,30,16532
Dillon Tate,BAL,RP,4.98,14,0,1,1.44,19,sa874239
Dan Straily,MIA,SP,4.71,139,0,6,1.33,158,9460
Tyler Chatwood,CHC,SP,4.71,31,0,2,1.59,39,4338
John Means,BAL,RP,5.11,14,0,1,1.41,19,16269
Enyel De Los Santos,PHI,RP,4.85,62,0,4,1.39,74,18403
Jimmy Yacabonis,BAL,RP,4.85,43,0,2,1.49,53,15157
Hector Santiago,NYM,RP,4.43,53,0,3,1.35,58,4026
J.T. Brubaker,PIT,RP,5.08,7,0,0,1.45,9,sa875176
Bartolo Colon,FA,SP,5.11,55,0,5,1.4,93,375
Kyle McGowin,WAS,RP,4.98,16,0,1,1.4,19,15071
Jeff Hoffman,COL,"SP,RP",5.38,22,0,1,1.53,28,17432
Miguel Gonzalez,FA,SP,4.98,123,0,10,1.39,190,7024
Thomas Pannone,TOR,"SP,RP",4.93,40,0,2,1.33,47,17281
Tyler Mahle,CIN,SP,5.08,67,0,4,1.4,75,16358
P.J. Conlon,NYM,RP,4.93,6,0,0,1.37,9,18213
Edwin Jackson,FA,RP,5.09,72,0,5,1.47,92,1841
Duane Underwood Jr.,CHC,RP,5.22,7,0,0,1.47,9,14677
Robert Stephenson,CIN,SP,5.04,69,0,3,1.54,59,13594
Cody Reed,CIN,RP,5.33,50,0,3,1.56,56,15232
Chance Adams,NYY,RP,4.85,17,0,1,1.41,19,18135
Yency Almonte,COL,RP,5.38,15,0,1,1.51,19,15068
Andrew Moore,TB,RP,4.88,6,0,0,1.3,9,17553
Jen-Ho Tseng,CHC,RP,5.3,6,0,0,1.44,9,15524
Ryan Castellani,COL,RP,5.74,12,0,1,1.58,19,sa828689
Adbert Alzolay,CHC,RP,5.13,7,0,0,1.42,9,sa735853
Luis Ortiz,BAL,RP,5.18,27,0,2,1.44,37,16942
Andrew Cashner,BAL,SP,5.25,107,0,7,1.5,168,8782
Josh Rogers,BAL,RP,5.19,31,0,2,1.42,46,18510
James Shields,FA,RP,5.21,76,0,5,1.45,94,7059
Keury Mella,CIN,RP,5.44,7,0,0,1.48,9,15964
David Hess,BAL,RP,5.35,83,0,4,1.45,110,16130
Lucas Sims,CIN,RP,5.34,8,0,0,1.43,9,13470
Matt Koch,ARI,RP,5.71,11,0,1,1.51,19,13420
Brandon Finnegan,CIN,SP,5.5,14,0,1,1.61,15,16208
