Michael A. Taylor,,-2.32,-3.97,-2.79,-3.03,4.96,-7,597
Fernando Tatis Jr.,,-2.32,1.44,-3.27,-3.57,0.62,-7,79
Francisco Mejia,,-1.55,1.18,-2.18,-2.22,-2.27,-7,105
Brandon Drury,,-1.93,1.35,-1.94,-2.22,-2.27,-7,124
Yan Gomes,,-1.17,1.96,-2.55,-2.22,-3,-7,33
Peter O'Brien,,1.88,-4.28,-0.97,-0.19,-3,-7,372
Richard Bleier,BAL,-0.74,-2.99,-0.13,-2.44,-1.23,-8,65
Robert Stephenson,CIN,-2.13,-1.62,-0.93,-1.58,-1.73,-8,62
Doug Fister,FA,-2.85,-1.57,-0.93,-0.72,-1.86,-8,91
Enyel De Los Santos,PHI,-2.76,-1.67,-0.93,-1.58,-1.31,-8,74
Jason Hammel,FA,-4.16,-1.36,-0.93,-0.72,-1.2,-8,92
Clayton Richard,TOR,-3.59,-0.91,-0.93,0.99,-3.98,-8,123
Alex Cobb,BAL,-7.32,1.38,-0.93,2.71,-3.68,-8,181
Brandon Lowe,,-1.93,1.47,-2.91,-3.03,-1.55,-8,273
Wilmer Difo,,-3.46,1.15,-2.79,-3.17,0.62,-8,159
Juan Lagares,,-3.08,-0.08,-2.67,-3.03,0.62,-8,256
Matt Davidson,,-0.03,-2.03,-1.82,-1.28,-3,-8,351
Jacob Nix,SD,-2.74,-2.43,-0.93,-1.58,-1.14,-9,72
Sandy Alcantara,MIA,-1.61,-2.28,-0.93,-2.44,-1.83,-9,65
Jeremy Hellickson,FA,-4.14,-1.82,-0.93,-0.72,-1.15,-9,89
Bartolo Colon,FA,-4.07,-2.13,-0.93,-0.72,-1.02,-9,91
Marco Estrada,FA,-4.69,-1.36,-0.93,-0.72,-1.34,-9,90
Ryan Borucki,TOR,-4.3,-0.81,-0.93,0.14,-2.74,-9,111
Michael Lorenzen,CIN,-3.31,-0.96,-0.93,-0.72,-3.32,-9,99
Aaron Sanchez,TOR,-5.19,0.72,-0.93,1.85,-5.39,-9,141
Curtis Granderson,,-2.32,2.18,-2.91,-3.98,-2.27,-9,46
Jedd Gyorko,,-1.55,0.81,-2.79,-2.76,-3,-9,335
Thomas Pannone,TOR,-3.45,-2.33,-0.93,-2.44,-1,-10,65
Ervin Santana,FA,-7.07,0.11,-0.93,0.99,-2.81,-10,142
Yovani Gallardo,FA,-3.73,-1.72,-0.93,-0.72,-3.24,-10,88
Cameron Maybin,,-3.84,1.97,-3.88,-4.79,0.62,-10,118
David Freese,,-2.32,1.54,-3.03,-3.17,-3,-10,191
Brian McCann,,-1.55,0.74,-3.03,-2.9,-3,-10,231
Eduardo Nunez,,-3.46,2.14,-3.52,-3.98,-0.83,-10,33
Franchy Cordero,,-3.08,2.3,-4,-4.39,-0.83,-10,1
Travis d'Arnaud,,-1.93,1.4,-3.27,-3.3,-3,-10,102
Austin Hedges,,-0.79,-2.39,-2.67,-2.36,-2.27,-10,320
Bryan Mitchell,SD,-3.1,-1.57,-0.93,-1.58,-3.4,-11,92
Edwin Jackson,FA,-4.96,-1.21,-0.93,-0.72,-2.86,-11,91
Aaron Altherr,,-2.32,-0.74,-3.27,-3.57,-1.55,-11,420
Miguel Gonzalez,FA,-6.19,-1.21,-0.93,-0.72,-2.72,-12,110
James Shields,FA,-6.64,-0.4,-0.93,-0.72,-3.46,-12,114
Josh Rogers,BAL,-5.9,-1.97,-0.93,-1.58,-2.66,-13,90
Matt Kemp,,-2.32,0.56,-3.76,-3.71,-3.72,-13,324
Tyler O'Neill,,-3.08,2.15,-4.61,-4.93,-3,-13,20
Tyler Saladino,,-3.46,-0.17,-3.76,-4.39,-0.83,-13,226
Alen Hanson,,-3.46,-3.53,-3.52,-3.85,1.34,-13,500
Blake Swihart,,-4.22,2.3,-4.49,-5.06,-2.27,-14,1
Charlie Culberson,,-3.46,-1.28,-3.76,-3.98,-1.55,-14,285
Clint Frazier,,-3.84,1.08,-4.85,-5.47,-3,-16,218
Jose Pirela,,-4.22,0.46,-4.73,-5.47,-2.27,-16,281
Logan Forsythe,,-4.61,2.31,-5.21,-6.01,-3,-17,1
Yoenis Cespedes,,-3.46,-0.2,-4.73,-5.2,-3,-17,485
Jose Osuna,,-3.84,-0.7,-4.49,-4.93,-3,-17,513
Neil Walker,,-4.22,1.68,-5.21,-5.74,-3.72,-17,294
Magneuris Sierra,,-4.61,-0.83,-4.97,-5.6,-1.55,-18,207
David Hess,BAL,-11.96,0.01,-0.93,-0.72,-5.39,-19,135
Andrew Cashner,BAL,-12.57,0.67,-0.93,0.99,-8.37,-20,175
Pat Valaika,,-3.84,-3.33,-4.73,-5.2,-3,-20,432
Rowdy Tellez,,-4.61,0.4,-5.82,-6.55,-3.72,-20,338
Austin Hays,,-4.22,-2.25,-5.46,-6.01,-3,-21,407
Keston Hiura,,-4.61,-0.89,-5.7,-6.41,-3,-21,380
Derek Dietrich,,-4.99,0.54,-6.06,-6.82,-3.72,-21,575
Brendan Rodgers,,-4.99,0.97,-6.06,-6.82,-3.72,-21,333
Bo Bichette,,-4.99,-0.4,-6.06,-6.82,-3.72,-22,399
Christian Arroyo,,-4.61,-2.43,-5.7,-6.41,-3.72,-23,613
Tom Murphy,,-4.22,-5.21,-5.33,-5.87,-3,-24,537
